set	path	rc	ms_parallel8	bytes	lines	err
testdata	tsc/testdata/tests/cases/compiler/destructuredMaappedTypeIsNotImplicitlyAny.ts	0	28	333	104	
testdata	tsc/testdata/tests/cases/compiler/destructuringAssignmentWithDefault.ts	0	53	857	534	
testdata	tsc/testdata/tests/cases/compiler/destructuringAssignmentWithDefault2.ts	0	22	531	327	
testdata	tsc/testdata/tests/cases/compiler/destructuringAssignmentWithExportedName.ts	0	24	652	244	
testdata	tsc/testdata/tests/cases/compiler/destructuringAssignmentWithStrictNullChecks.ts	0	31	78	31	
testdata	tsc/testdata/tests/cases/compiler/destructuringAssignment_private.ts	0	58	282	223	
testdata	tsc/testdata/tests/cases/compiler/destructuringControlFlowNoCrash.ts	0	20	362	91	
testdata	tsc/testdata/tests/cases/compiler/destructuringEmptyBinding.ts	0	23	63	19	
testdata	tsc/testdata/tests/cases/compiler/destructuringFromUnionSpread.ts	0	22	128	70	
testdata	tsc/testdata/tests/cases/compiler/destructuringInVariableDeclarations1.ts	0	69	101	29	
testdata	tsc/testdata/tests/cases/compiler/destructuringInVariableDeclarations2.ts	0	50	106	32	
testdata	tsc/testdata/tests/cases/compiler/destructuringInVariableDeclarations3.ts	0	28	96	29	
testdata	tsc/testdata/tests/cases/compiler/destructuringInVariableDeclarations4.ts	0	61	101	32	
testdata	tsc/testdata/tests/cases/compiler/destructuringInVariableDeclarations5.ts	0	40	96	29	
testdata	tsc/testdata/tests/cases/compiler/destructuringInVariableDeclarations6.ts	0	58	101	32	
testdata	tsc/testdata/tests/cases/compiler/destructuringInVariableDeclarations7.ts	0	46	99	29	
testdata	tsc/testdata/tests/cases/compiler/destructuringInVariableDeclarations8.ts	0	36	104	32	
testdata	tsc/testdata/tests/cases/compiler/destructuringInitializerContextualTypeFromContext.ts	0	29	579	327	
testdata	tsc/testdata/tests/cases/compiler/destructuringPropertyAssignmentNameIsNotAssignmentTarget.ts	0	53	152	77	
testdata	tsc/testdata/tests/cases/compiler/destructuringTempOccursAfterPrologue.ts	0	23	110	55	
testdata	tsc/testdata/tests/cases/compiler/destructuringTuple.ts	0	20	369	251	
testdata	tsc/testdata/tests/cases/compiler/destructuringTypeGuardFlow.ts	0	17	877	449	
testdata	tsc/testdata/tests/cases/compiler/destructuringUnspreadableIntoRest.ts	0	43	1904	812	
testdata	tsc/testdata/tests/cases/compiler/destructuringWithConstraint.ts	0	31	225	92	
testdata	tsc/testdata/tests/cases/compiler/destructuringWithGenericParameter.ts	0	33	392	188	
testdata	tsc/testdata/tests/cases/compiler/destructuringWithNewExpression.ts	0	21	66	30	
testdata	tsc/testdata/tests/cases/compiler/destructuringWithNumberLiteral.ts	0	45	45	14	
testdata	tsc/testdata/tests/cases/compiler/detachedCommentAtStartOfConstructor1.ts	0	40	336	99	
testdata	tsc/testdata/tests/cases/compiler/detachedCommentAtStartOfConstructor2.ts	0	39	327	101	
testdata	tsc/testdata/tests/cases/compiler/detachedCommentAtStartOfFunctionBody1.ts	0	25	269	74	
testdata	tsc/testdata/tests/cases/compiler/detachedCommentAtStartOfFunctionBody2.ts	0	51	271	74	
testdata	tsc/testdata/tests/cases/compiler/detachedCommentAtStartOfLambdaFunction1.ts	0	29	327	94	
testdata	tsc/testdata/tests/cases/compiler/detachedCommentAtStartOfLambdaFunction2.ts	0	31	329	94	
testdata	tsc/testdata/tests/cases/compiler/didYouMeanElaborationsForExpressionsWhichCouldBeCalled.ts	0	54	404	253	
testdata	tsc/testdata/tests/cases/compiler/didYouMeanStringLiteral.ts	0	40	272	144	
testdata	tsc/testdata/tests/cases/compiler/didYouMeanSuggestionErrors.ts	0	34	795	466	
testdata	tsc/testdata/tests/cases/compiler/differentTypesWithSameName.ts	0	16	220	112	
testdata	tsc/testdata/tests/cases/compiler/disallowUnerasableAssertion.ts	0	43	3492	1383	
testdata	tsc/testdata/tests/cases/compiler/disallowedBlockScopedInPresenceOfParseErrors1.ts	0	22	513	203	
testdata	tsc/testdata/tests/cases/compiler/discriminableUnionWithIntersectedMembers.ts	0	36	421	257	
testdata	tsc/testdata/tests/cases/compiler/discriminantElementAccessCheck.ts	0	35	935	412	
testdata	tsc/testdata/tests/cases/compiler/discriminantNarrowingCouldBeCircular.ts	0	56	1181	472	
testdata	tsc/testdata/tests/cases/compiler/discriminantOrderIndependence.ts	0	23	837	337	
testdata	tsc/testdata/tests/cases/compiler/discriminantPropertyCheck.ts	0	84	4265	2085	
testdata	tsc/testdata/tests/cases/compiler/discriminantPropertyInference.ts	0	61	783	342	
testdata	tsc/testdata/tests/cases/compiler/discriminantUsingEvaluatableTemplateExpression.ts	0	21	318	176	
testdata	tsc/testdata/tests/cases/compiler/discriminantsAndNullOrUndefined.ts	0	21	465	233	
testdata	tsc/testdata/tests/cases/compiler/discriminantsAndPrimitives.ts	0	33	1508	607	
testdata	tsc/testdata/tests/cases/compiler/discriminantsAndTypePredicates.ts	0	41	610	405	
testdata	tsc/testdata/tests/cases/compiler/discriminateObjectTypesOnly.ts	0	26	433	178	
testdata	tsc/testdata/tests/cases/compiler/discriminateWithDivergentAccessors1.ts	0	22	569	317	
testdata	tsc/testdata/tests/cases/compiler/discriminateWithMissingProperty.ts	0	29	316	148	
testdata	tsc/testdata/tests/cases/compiler/discriminateWithOptionalProperty1.ts	0	24	222	93	
testdata	tsc/testdata/tests/cases/compiler/discriminateWithOptionalProperty2.ts	0	37	1829	866	
testdata	tsc/testdata/tests/cases/compiler/discriminateWithOptionalProperty3.ts	0	21	1153	348	
testdata	tsc/testdata/tests/cases/compiler/discriminateWithOptionalProperty4.ts	0	38	520	338	
testdata	tsc/testdata/tests/cases/compiler/discriminatedUnionErrorMessage.ts	0	32	278	154	
testdata	tsc/testdata/tests/cases/compiler/discriminatedUnionJsxElement.tsx	0	31	711	213	
testdata	tsc/testdata/tests/cases/compiler/discriminatedUnionWithIndexSignature.ts	0	52	521	177	
testdata	tsc/testdata/tests/cases/compiler/discriminatingUnionWithUnionPropertyAgainstUndefinedWithoutStrictNullChecks.ts	0	63	628	259	
testdata	tsc/testdata/tests/cases/compiler/dissallowSymbolAsWeakType.ts	0	40	350	363	
testdata	tsc/testdata/tests/cases/compiler/distributiveConditionalBaseConstraint.ts	0	93	2307	579	
testdata	tsc/testdata/tests/cases/compiler/distributiveConditionalTypeConstraints.ts	0	72	2226	1065	
testdata	tsc/testdata/tests/cases/compiler/distributiveConditionalTypeNeverIntersection1.ts	0	76	349	124	
testdata	tsc/testdata/tests/cases/compiler/divergentAccessors1.ts	0	72	517	171	
testdata	tsc/testdata/tests/cases/compiler/divergentAccessorsTypes1.ts	0	54	1281	575	
testdata	tsc/testdata/tests/cases/compiler/divergentAccessorsTypes2.ts	0	58	228	133	
testdata	tsc/testdata/tests/cases/compiler/divergentAccessorsTypes3.ts	0	29	787	502	
testdata	tsc/testdata/tests/cases/compiler/divergentAccessorsTypes4.ts	0	34	466	282	
testdata	tsc/testdata/tests/cases/compiler/divergentAccessorsTypes5.ts	0	43	720	379	
testdata	tsc/testdata/tests/cases/compiler/divergentAccessorsTypes6.ts	0	36	953	332	
testdata	tsc/testdata/tests/cases/compiler/divergentAccessorsTypes7.ts	0	32	638	197	
testdata	tsc/testdata/tests/cases/compiler/divergentAccessorsTypes8.ts	0	29	2409	1446	
testdata	tsc/testdata/tests/cases/compiler/divergentAccessorsVisibility1.ts	0	35	4694	1757	
testdata	tsc/testdata/tests/cases/compiler/divideAndConquerIntersections.ts	0	31	3620	1525	
testdata	tsc/testdata/tests/cases/compiler/doNotElaborateAssignabilityToTypeParameters.ts	0	33	249	129	
testdata	tsc/testdata/tests/cases/compiler/doNotEmitDetachedComments.ts	0	32	277	46	
testdata	tsc/testdata/tests/cases/compiler/doNotEmitDetachedCommentsAtStartOfConstructor.ts	0	27	555	121	
testdata	tsc/testdata/tests/cases/compiler/doNotEmitDetachedCommentsAtStartOfFunctionBody.ts	0	25	436	81	
testdata	tsc/testdata/tests/cases/compiler/doNotEmitDetachedCommentsAtStartOfLambdaFunction.ts	0	27	379	81	
testdata	tsc/testdata/tests/cases/compiler/doNotEmitPinnedCommentNotOnTopOfFile.ts	0	39	117	29	
testdata	tsc/testdata/tests/cases/compiler/doNotEmitPinnedCommentOnNotEmittedNode.ts	0	55	293	99	
testdata	tsc/testdata/tests/cases/compiler/doNotEmitPinnedCommentOnNotEmittedNodets.ts	0	45	278	88	
testdata	tsc/testdata/tests/cases/compiler/doNotEmitPinnedDetachedComments.ts	0	30	354	65	
testdata	tsc/testdata/tests/cases/compiler/doNotEmitTripleSlashCommentsInEmptyFile.ts	0	80	276	17	
testdata	tsc/testdata/tests/cases/compiler/doNotEmitTripleSlashCommentsOnNotEmittedNode.ts	0	72	215	33	
testdata	tsc/testdata/tests/cases/compiler/doNotInferUnrelatedTypes.ts	0	80	193	102	
testdata	tsc/testdata/tests/cases/compiler/doNotWidenAtObjectLiteralPropertyAssignment.ts	0	92	313	93	
testdata	tsc/testdata/tests/cases/compiler/doNotemitTripleSlashComments.ts	0	76	612	88	
testdata	tsc/testdata/tests/cases/compiler/doWhileLoop.ts	0	62	49	18	
testdata	tsc/testdata/tests/cases/compiler/doWhileUnreachableCode.ts	0	63	222	75	
testdata	tsc/testdata/tests/cases/compiler/doYouNeedToChangeYourTargetLibraryES2015.ts	0	39	4113	2513	
testdata	tsc/testdata/tests/cases/compiler/doYouNeedToChangeYourTargetLibraryES2016Plus.ts	0	50	2134	1022	
testdata	tsc/testdata/tests/cases/compiler/doYouNeedToChangeYourTargetLibraryES2023.ts	0	42	767	353	
testdata	tsc/testdata/tests/cases/compiler/doesNotNarrowUnionOfConstructorsWithInstanceof.ts	0	58	597	252	
testdata	tsc/testdata/tests/cases/compiler/dontShowCompilerGeneratedMembers.ts	0	30	75	25	
testdata	tsc/testdata/tests/cases/compiler/dottedModuleName.ts	0	24	297	127	
testdata	tsc/testdata/tests/cases/compiler/dottedModuleName2.ts	0	50	388	163	
testdata	tsc/testdata/tests/cases/compiler/dottedNamesInSystem.ts	0	50	152	76	
testdata	tsc/testdata/tests/cases/compiler/dottedSymbolResolution1.ts	0	40	810	379	
testdata	tsc/testdata/tests/cases/compiler/doubleMixinConditionalTypeBaseClassWorks.ts	0	78	383	184	
testdata	tsc/testdata/tests/cases/compiler/doubleUnderStringLiteralAssignability.ts	0	55	169	91	
testdata	tsc/testdata/tests/cases/compiler/doubleUnderscoreEnumEmit.ts	0	47	352	134	
testdata	tsc/testdata/tests/cases/compiler/doubleUnderscoreExportStarConflict.ts	0	57	243	65	
testdata	tsc/testdata/tests/cases/compiler/doubleUnderscoreLabels.ts	0	41	297	93	
testdata	tsc/testdata/tests/cases/compiler/doubleUnderscoreMappedTypes.ts	0	66	560	162	
testdata	tsc/testdata/tests/cases/compiler/doubleUnderscoreReactNamespace.ts	0	48	244	65	
testdata	tsc/testdata/tests/cases/compiler/downlevelIterationDeprecated.ts	0	36	159	64	
testdata	tsc/testdata/tests/cases/compiler/downlevelLetConst1.ts	0	27	24	5	
testdata	tsc/testdata/tests/cases/compiler/downlevelLetConst10.ts	0	49	36	18	
testdata	tsc/testdata/tests/cases/compiler/downlevelLetConst11.ts	0	23	38	13	
testdata	tsc/testdata/tests/cases/compiler/downlevelLetConst12.ts	0	35	206	99	
testdata	tsc/testdata/tests/cases/compiler/downlevelLetConst13.ts	0	26	513	209	
testdata	tsc/testdata/tests/cases/compiler/downlevelLetConst14.ts	0	40	805	522	
testdata	tsc/testdata/tests/cases/compiler/downlevelLetConst15.ts	0	40	853	546	
testdata	tsc/testdata/tests/cases/compiler/downlevelLetConst16.ts	0	60	3317	2198	
testdata	tsc/testdata/tests/cases/compiler/downlevelLetConst17.ts	0	34	756	387	
testdata	tsc/testdata/tests/cases/compiler/downlevelLetConst18.ts	0	27	441	221	
testdata	tsc/testdata/tests/cases/compiler/downlevelLetConst19.ts	0	37	276	140	
testdata	tsc/testdata/tests/cases/compiler/downlevelLetConst2.ts	0	37	26	10	
testdata	tsc/testdata/tests/cases/compiler/downlevelLetConst3.ts	0	22	30	14	
testdata	tsc/testdata/tests/cases/compiler/downlevelLetConst4.ts	0	42	34	14	
testdata	tsc/testdata/tests/cases/compiler/downlevelLetConst5.ts	0	45	38	18	
testdata	tsc/testdata/tests/cases/compiler/downlevelLetConst6.ts	0	62	22	7	
testdata	tsc/testdata/tests/cases/compiler/downlevelLetConst7.ts	0	61	24	10	
testdata	tsc/testdata/tests/cases/compiler/downlevelLetConst8.ts	0	62	28	14	
testdata	tsc/testdata/tests/cases/compiler/downlevelLetConst9.ts	0	32	32	14	
testdata	tsc/testdata/tests/cases/compiler/dtsEmitTripleSlashAvoidUnnecessaryResolutionMode.ts	0	37	667	143	
testdata	tsc/testdata/tests/cases/compiler/duplicateAnonymousInners1.ts	0	61	365	58	
testdata	tsc/testdata/tests/cases/compiler/duplicateAnonymousModuleClasses.ts	0	85	511	107	
testdata	tsc/testdata/tests/cases/compiler/duplicateClassElements.ts	0	45	612	278	
testdata	tsc/testdata/tests/cases/compiler/duplicateConstructSignature.ts	0	28	70	26	
testdata	tsc/testdata/tests/cases/compiler/duplicateConstructSignature2.ts	0	45	81	48	
testdata	tsc/testdata/tests/cases/compiler/duplicateConstructorOverloadSignature.ts	0	57	119	57	
testdata	tsc/testdata/tests/cases/compiler/duplicateConstructorOverloadSignature2.ts	0	52	112	63	
testdata	tsc/testdata/tests/cases/compiler/duplicateDefaultExport.ts	0	71	87	17	
testdata	tsc/testdata/tests/cases/compiler/duplicateErrorAssignability.ts	0	69	201	121	
testdata	tsc/testdata/tests/cases/compiler/duplicateErrorClassExpression.ts	0	72	401	158	
testdata	tsc/testdata/tests/cases/compiler/duplicateErrorNameNotFound.ts	0	86	116	22	
testdata	tsc/testdata/tests/cases/compiler/duplicateFunctionImplementationInJsFile.ts	0	73	106	35	
testdata	tsc/testdata/tests/cases/compiler/duplicateIdentifierBindingElementInParameterDeclaration1.ts	0	73	321	245	
testdata	tsc/testdata/tests/cases/compiler/duplicateIdentifierBindingElementInParameterDeclaration2.ts	0	50	338	251	
testdata	tsc/testdata/tests/cases/compiler/duplicateIdentifierChecks.ts	0	85	3396	1683	
testdata	tsc/testdata/tests/cases/compiler/duplicateIdentifierComputedName.ts	0	57	74	34	
testdata	tsc/testdata/tests/cases/compiler/duplicateIdentifierDifferentModifiers.ts	0	42	252	97	
testdata	tsc/testdata/tests/cases/compiler/duplicateIdentifierDifferentSpelling.ts	0	57	91	51	
testdata	tsc/testdata/tests/cases/compiler/duplicateIdentifierEnum.ts	0	43	584	133	
testdata	tsc/testdata/tests/cases/compiler/duplicateIdentifierInCatchBlock.ts	0	42	277	112	
testdata	tsc/testdata/tests/cases/compiler/duplicateIdentifierRelatedSpans1.ts	0	23	205	63	
testdata	tsc/testdata/tests/cases/compiler/duplicateIdentifierRelatedSpans2.ts	0	31	320	135	
testdata	tsc/testdata/tests/cases/compiler/duplicateIdentifierRelatedSpans3.ts	0	43	310	89	
testdata	tsc/testdata/tests/cases/compiler/duplicateIdentifierRelatedSpans4.ts	0	41	600	199	
testdata	tsc/testdata/tests/cases/compiler/duplicateIdentifierRelatedSpans5.ts	0	28	454	114	
testdata	tsc/testdata/tests/cases/compiler/duplicateIdentifierRelatedSpans6.ts	0	27	495	121	
testdata	tsc/testdata/tests/cases/compiler/duplicateIdentifierRelatedSpans7.ts	0	46	891	253	
testdata	tsc/testdata/tests/cases/compiler/duplicateIdentifierRelatedSpans_moduleAugmentation.ts	0	30	225	63	
testdata	tsc/testdata/tests/cases/compiler/duplicateIdentifierShouldNotShortCircuitBaseTypeBinding.ts	0	33	412	51	
testdata	tsc/testdata/tests/cases/compiler/duplicateIdentifiersAcrossContainerBoundaries.ts	0	21	856	269	
testdata	tsc/testdata/tests/cases/compiler/duplicateIdentifiersAcrossFileBoundaries.ts	0	22	798	182	
testdata	tsc/testdata/tests/cases/compiler/duplicateInterfaceMembers1.ts	0	35	70	26	
testdata	tsc/testdata/tests/cases/compiler/duplicateLabel1.ts	0	27	86	21	
testdata	tsc/testdata/tests/cases/compiler/duplicateLabel2.ts	0	109	111	29	
testdata	tsc/testdata/tests/cases/compiler/duplicateLabel3.ts	0	113	140	37	
testdata	tsc/testdata/tests/cases/compiler/duplicateLabel4.ts	0	80	140	31	
testdata	tsc/testdata/tests/cases/compiler/duplicateLocalVariable1.ts	0	142	14838	4481	
testdata	tsc/testdata/tests/cases/compiler/duplicateLocalVariable2.ts	0	88	1016	364	
testdata	tsc/testdata/tests/cases/compiler/duplicateLocalVariable3.ts	0	115	151	90	
testdata	tsc/testdata/tests/cases/compiler/duplicateLocalVariable4.ts	0	119	62	40	
testdata	tsc/testdata/tests/cases/compiler/duplicateObjectLiteralProperty.ts	0	129	294	161	
testdata	tsc/testdata/tests/cases/compiler/duplicateObjectLiteralProperty_computedName1.ts	0	103	412	249	
testdata	tsc/testdata/tests/cases/compiler/duplicateObjectLiteralProperty_computedName2.ts	0	62	312	203	
testdata	tsc/testdata/tests/cases/compiler/duplicateObjectLiteralProperty_computedName3.ts	0	69	448	253	
testdata	tsc/testdata/tests/cases/compiler/duplicateObjectLiteralProperty_computedNameNegative1.ts	0	63	356	167	
testdata	tsc/testdata/tests/cases/compiler/duplicateOverloadInTypeAugmentation1.ts	0	69	367	226	
testdata	tsc/testdata/tests/cases/compiler/duplicatePackage.ts	0	28	1073	285	
testdata	tsc/testdata/tests/cases/compiler/duplicatePackage_globalMerge.ts	0	57	664	145	
testdata	tsc/testdata/tests/cases/compiler/duplicatePackage_packageIdIncludesSubModule.ts	0	41	431	95	
testdata	tsc/testdata/tests/cases/compiler/duplicatePackage_peerDependencies.ts	0	37	2018	413	
testdata	tsc/testdata/tests/cases/compiler/duplicatePackage_referenceTypes.ts	0	52	656	165	
testdata	tsc/testdata/tests/cases/compiler/duplicatePackage_relativeImportWithinPackage.ts	0	36	761	205	
testdata	tsc/testdata/tests/cases/compiler/duplicatePackage_relativeImportWithinPackage_scoped.ts	0	25	806	205	
testdata	tsc/testdata/tests/cases/compiler/duplicatePackage_subModule.ts	0	44	660	163	
testdata	tsc/testdata/tests/cases/compiler/duplicatePackage_withErrors.ts	0	59	631	149	
testdata	tsc/testdata/tests/cases/compiler/duplicatePropertiesInStrictMode.ts	0	99	64	38	
testdata	tsc/testdata/tests/cases/compiler/duplicatePropertyAndAccessor.ts	0	108	166	34	
testdata	tsc/testdata/tests/cases/compiler/duplicateStringNamedProperty1.ts	0	84	112	32	
testdata	tsc/testdata/tests/cases/compiler/duplicateSymbolsExportMatching.ts	0	101	1451	372	
testdata	tsc/testdata/tests/cases/compiler/duplicateTypeParameters1.ts	0	84	42	23	
testdata	tsc/testdata/tests/cases/compiler/duplicateTypeParameters2.ts	0	57	122	66	
testdata	tsc/testdata/tests/cases/compiler/duplicateTypeParameters3.ts	0	107	69	36	
testdata	tsc/testdata/tests/cases/compiler/duplicateVarAndImport.ts	0	78	106	26	
testdata	tsc/testdata/tests/cases/compiler/duplicateVarAndImport2.ts	0	64	115	36	
testdata	tsc/testdata/tests/cases/compiler/duplicateVariableDeclaration1.ts	0	155	32	17	
testdata	tsc/testdata/tests/cases/compiler/duplicateVariablesByScope.ts	0	144	514	169	
testdata	tsc/testdata/tests/cases/compiler/duplicateVariablesWithAny.ts	0	117	283	123	
testdata	tsc/testdata/tests/cases/compiler/duplicateVarsAcrossFileBoundaries.ts	0	103	562	170	
testdata	tsc/testdata/tests/cases/compiler/dynamicImportEvaluateSpecifier.ts	0	138	390	129	
testdata	tsc/testdata/tests/cases/compiler/dynamicImportInDefaultExportExpression.ts	0	96	172	36	
testdata	tsc/testdata/tests/cases/compiler/dynamicImportTrailingComma.ts	0	120	112	37	
testdata	tsc/testdata/tests/cases/compiler/dynamicImportWithNestedThis_es2015.ts	0	80	238	87	
testdata	tsc/testdata/tests/cases/compiler/dynamicImportWithNestedThis_es5.ts	0	41	243	87	
testdata	tsc/testdata/tests/cases/compiler/dynamicImportsDeclaration.ts	0	50	510	126	
testdata	tsc/testdata/tests/cases/compiler/dynamicModuleTypecheckError.ts	0	49	153	51	
testdata	tsc/testdata/tests/cases/compiler/dynamicNames.ts	0	54	3058	1602	
testdata	tsc/testdata/tests/cases/compiler/dynamicNamesErrors.ts	0	46	1128	517	
testdata	tsc/testdata/tests/cases/compiler/dynamicRequire.ts	0	52	160	62	
testdata	tsc/testdata/tests/cases/compiler/elaboratedErrors.ts	0	30	526	203	
testdata	tsc/testdata/tests/cases/compiler/elaboratedErrorsOnNullableTargets01.ts	0	35	199	113	
